rock_out,featset,hidden,act,alpha,inner_mape
r6,md_beta9,"(20, 10)",tanh,1.0,56.19459667046358
r6,md_beta9,"(20, 10)",tanh,2.0,53.7277540358671
r6,md_beta9,"(20, 10)",tanh,3.0,45.745444729570906
r6,md_beta9,"(20, 10)",tanh,5.0,41.536612112436536
r6,md_beta9,"(20, 10)",tanh,10.0,37.88793689162955
r6,md_beta9,"(24, 12)",tanh,0.5,59.04889855921458
r6,md_beta9,"(24, 12)",tanh,1.0,57.94273949264311
r6,md_beta9,"(24, 12)",tanh,2.0,52.81933755945272
r6,md_beta9,"(24, 12)",tanh,3.0,51.80180013364499
r6,md_beta9,"(24, 12)",tanh,5.0,41.79220436741269
r6,md_beta9,"(24, 12)",tanh,10.0,38.05403772495161
r6,md_beta9,"(8, 8)",tanh,0.5,58.24865035087979
r6,md_beta9,"(8, 8)",tanh,1.0,50.22872709351992
r6,md_beta9,"(8, 8)",tanh,2.0,49.1468675951906
r6,md_beta9,"(8, 8)",tanh,3.0,44.59008866686334
r6,md_beta9,"(8, 8)",tanh,5.0,39.63403380512183
r6,md_beta9,"(8, 8)",tanh,10.0,37.4979784710343
r6,md_beta9,"(16, 16)",tanh,0.5,62.65665381459901
r6,md_beta9,"(16, 16)",tanh,1.0,64.26940403405527
r6,md_beta9,"(16, 16)",tanh,2.0,54.43688174687166
r6,md_beta9,"(16, 16)",tanh,3.0,51.38555073330824
r6,md_beta9,"(16, 16)",tanh,5.0,42.25555474960986
r6,md_beta9,"(16, 16)",tanh,10.0,37.98699013383363
r6,md_beta9,"(8, 4, 2)",tanh,0.5,62.052477856797566
r6,md_beta9,"(8, 4, 2)",tanh,1.0,57.88722480030085
r6,md_beta9,"(8, 4, 2)",tanh,2.0,44.5547009305494
r6,md_beta9,"(8, 4, 2)",tanh,3.0,39.318785476324926
r6,md_beta9,"(8, 4, 2)",tanh,5.0,36.86182596855868
r6,md_beta9,"(8, 4, 2)",tanh,10.0,37.71729676532128
r6,md_beta9,"(12, 6, 3)",tanh,0.5,57.75140911900985
r6,md_beta9,"(12, 6, 3)",tanh,1.0,58.3160594115087
r6,md_beta9,"(12, 6, 3)",tanh,2.0,47.48409733293032
r6,md_beta9,"(12, 6, 3)",tanh,3.0,43.78550806753657
r6,md_beta9,"(12, 6, 3)",tanh,5.0,39.52243114397901
r6,md_beta9,"(12, 6, 3)",tanh,10.0,38.5673421345958
r6,md_beta9,"(16, 8, 4)",tanh,0.5,66.35642447140815
r6,md_beta9,"(16, 8, 4)",tanh,1.0,63.007970610216056
r6,md_beta9,"(16, 8, 4)",tanh,2.0,55.50650997175667
r6,md_beta9,"(16, 8, 4)",tanh,3.0,48.98034851326711
r6,md_beta9,"(16, 8, 4)",tanh,5.0,40.28580633612221
r6,md_beta9,"(16, 8, 4)",tanh,10.0,37.44185702799045
r6,md_beta9,"(24, 12, 6)",tanh,0.5,65.05267152465484
r6,md_beta9,"(24, 12, 6)",tanh,1.0,61.956255597793096
r6,md_beta9,"(24, 12, 6)",tanh,2.0,54.24965890748105
r6,md_beta9,"(24, 12, 6)",tanh,3.0,47.2391209485646
r6,md_beta9,"(24, 12, 6)",tanh,5.0,41.14343977912024
r6,md_beta9,"(24, 12, 6)",tanh,10.0,37.83404630661555
r6,md_full11,"(8,)",tanh,0.5,31.453341825773304
r6,md_full11,"(8,)",tanh,1.0,29.531842601342657
r6,md_full11,"(8,)",tanh,2.0,27.767888230889803
r6,md_full11,"(8,)",tanh,3.0,27.537424702853706
r6,md_full11,"(8,)",tanh,5.0,28.210514385577493
r6,md_full11,"(8,)",tanh,10.0,31.08158459005309
r6,md_full11,"(12,)",tanh,0.5,32.90479503148851
r6,md_full11,"(12,)",tanh,1.0,30.51276251221729
r6,md_full11,"(12,)",tanh,2.0,27.73791733324482
r6,md_full11,"(12,)",tanh,3.0,27.458202416398137
r6,md_full11,"(12,)",tanh,5.0,28.179761428354745
r6,md_full11,"(12,)",tanh,10.0,31.03391324919257
r6,md_full11,"(4, 2)",tanh,0.5,34.728204832408736
r6,md_full11,"(4, 2)",tanh,1.0,29.103156801134947
r6,md_full11,"(4, 2)",tanh,2.0,28.29238156000962
r6,md_full11,"(4, 2)",tanh,3.0,26.728077634380945
r6,md_full11,"(4, 2)",tanh,5.0,27.525095193948964
r6,md_full11,"(4, 2)",tanh,10.0,32.558269730591824
r6,md_full11,"(6, 3)",tanh,0.5,35.19279272536612
r6,md_full11,"(6, 3)",tanh,1.0,29.622939032014397
r6,md_full11,"(6, 3)",tanh,2.0,28.0843967995206
r6,md_full11,"(6, 3)",tanh,3.0,28.22816105438345
r6,md_full11,"(6, 3)",tanh,5.0,27.17043210177933
r6,md_full11,"(6, 3)",tanh,10.0,30.48358063720621
r6,md_full11,"(8, 4)",tanh,0.5,33.31936042103389
r6,md_full11,"(8, 4)",tanh,1.0,31.99262397250182
r6,md_full11,"(8, 4)",tanh,2.0,28.957650275891968
r6,md_full11,"(8, 4)",tanh,3.0,28.156950305729435
r6,md_full11,"(8, 4)",tanh,5.0,27.290765253249912
r6,md_full11,"(8, 4)",tanh,10.0,29.76407170650799
r6,md_full11,"(10, 5)",tanh,0.5,32.586751497155085
r6,md_full11,"(10, 5)",tanh,1.0,30.08065436621419
r6,md_full11,"(10, 5)",tanh,2.0,28.992621087702457
r6,md_full11,"(10, 5)",tanh,3.0,26.522631215032263
r6,md_full11,"(10, 5)",tanh,5.0,27.515496055624293
r6,md_full11,"(10, 5)",tanh,10.0,29.454376346968854
r6,md_full11,"(12, 6)",tanh,0.5,34.75189493317113
r6,md_full11,"(12, 6)",tanh,1.0,30.565071090230948
r6,md_full11,"(12, 6)",tanh,2.0,29.294679317302357
r6,md_full11,"(12, 6)",tanh,3.0,27.62133873595145
r6,md_full11,"(12, 6)",tanh,5.0,27.14357743215162
r6,md_full11,"(12, 6)",tanh,10.0,29.37246138779353
r6,md_full11,"(16, 8)",tanh,0.5,30.903621099005385
r6,md_full11,"(16, 8)",tanh,1.0,32.44916987697246
r6,md_full11,"(16, 8)",tanh,2.0,30.285700721006048
r6,md_full11,"(16, 8)",tanh,3.0,28.067592825452767
r6,md_full11,"(16, 8)",tanh,5.0,27.28768700930085
r6,md_full11,"(16, 8)",tanh,10.0,29.303621121045733
r6,md_full11,"(20, 10)",tanh,0.5,29.887374369338552
r6,md_full11,"(20, 10)",tanh,1.0,32.342915969733575
r6,md_full11,"(20, 10)",tanh,2.0,30.63611156236912
r6,md_full11,"(20, 10)",tanh,3.0,28.959183634026903
r6,md_full11,"(20, 10)",tanh,5.0,27.454112100850683
r6,md_full11,"(20, 10)",tanh,10.0,29.24921435350937
r6,md_full11,"(24, 12)",tanh,0.5,34.442721033053424
r6,md_full11,"(24, 12)",tanh,1.0,32.66227929475998
r6,md_full11,"(24, 12)",tanh,2.0,30.28303440568076
r6,md_full11,"(24, 12)",tanh,3.0,28.547380413317995
r6,md_full11,"(24, 12)",tanh,5.0,27.50803708817308
r6,md_full11,"(24, 12)",tanh,10.0,29.135131998604628
r6,md_full11,"(8, 8)",tanh,0.5,36.11040275079651
r6,md_full11,"(8, 8)",tanh,1.0,32.108063215499925
r6,md_full11,"(8, 8)",tanh,2.0,29.815108113088137
r6,md_full11,"(8, 8)",tanh,3.0,28.18771831388757
r6,md_full11,"(8, 8)",tanh,5.0,27.08222070538772
r6,md_full11,"(8, 8)",tanh,10.0,29.10313809429909
r6,md_full11,"(16, 16)",tanh,0.5,34.69472515081224
r6,md_full11,"(16, 16)",tanh,1.0,31.836933760151588
r6,md_full11,"(16, 16)",tanh,2.0,31.50508029192654
r6,md_full11,"(16, 16)",tanh,3.0,29.30884335076028
r6,md_full11,"(16, 16)",tanh,5.0,28.01898080288
r6,md_full11,"(16, 16)",tanh,10.0,29.21045576742143
r6,md_full11,"(8, 4, 2)",tanh,0.5,28.493350642078305
r6,md_full11,"(8, 4, 2)",tanh,1.0,32.46432406313065
r6,md_full11,"(8, 4, 2)",tanh,2.0,28.887307176052087
r6,md_full11,"(8, 4, 2)",tanh,3.0,26.840508612319773
r6,md_full11,"(8, 4, 2)",tanh,5.0,27.569986956124296
r6,md_full11,"(8, 4, 2)",tanh,10.0,31.646200761363303
r6,md_full11,"(12, 6, 3)",tanh,0.5,34.02907526861336
r6,md_full11,"(12, 6, 3)",tanh,1.0,32.12092176190623
r6,md_full11,"(12, 6, 3)",tanh,2.0,29.09235268957762
r6,md_full11,"(12, 6, 3)",tanh,3.0,25.971616506423373
r6,md_full11,"(12, 6, 3)",tanh,5.0,25.87109985508514
r6,md_full11,"(12, 6, 3)",tanh,10.0,29.015551002869763
r6,md_full11,"(16, 8, 4)",tanh,0.5,32.75205534778198
r6,md_full11,"(16, 8, 4)",tanh,1.0,33.287334019041324
r6,md_full11,"(16, 8, 4)",tanh,2.0,29.945433566427152
r6,md_full11,"(16, 8, 4)",tanh,3.0,27.676048512898127
r6,md_full11,"(16, 8, 4)",tanh,5.0,25.79545767403817
r6,md_full11,"(16, 8, 4)",tanh,10.0,27.9107831754203
r6,md_full11,"(24, 12, 6)",tanh,0.5,36.5096699147089
r6,md_full11,"(24, 12, 6)",tanh,1.0,33.75261329798032
r6,md_full11,"(24, 12, 6)",tanh,2.0,31.470697366013344
r6,md_full11,"(24, 12, 6)",tanh,3.0,28.29751855217621
r6,md_full11,"(24, 12, 6)",tanh,5.0,26.80982323002484
r6,md_full11,"(24, 12, 6)",tanh,10.0,28.676787909976102
r7,md_zeta9,"(8,)",tanh,0.5,30.04568095552968
r7,md_zeta9,"(8,)",tanh,1.0,25.22025252987144
r7,md_zeta9,"(8,)",tanh,2.0,25.412356170479683
r7,md_zeta9,"(8,)",tanh,3.0,26.65982687262209
r7,md_zeta9,"(8,)",tanh,5.0,27.188622547456976
r7,md_zeta9,"(8,)",tanh,10.0,34.08784675008674
r7,md_zeta9,"(12,)",tanh,0.5,26.75818460281904
r7,md_zeta9,"(12,)",tanh,1.0,24.768458419705016
r7,md_zeta9,"(12,)",tanh,2.0,25.537797359669263
r7,md_zeta9,"(12,)",tanh,3.0,26.061138516165887
r7,md_zeta9,"(12,)",tanh,5.0,27.395890607435742
r7,md_zeta9,"(12,)",tanh,10.0,34.46079845232299
r7,md_zeta9,"(4, 2)",tanh,0.5,30.31050772816186
r7,md_zeta9,"(4, 2)",tanh,1.0,26.20114036714948
r7,md_zeta9,"(4, 2)",tanh,2.0,27.15378477886967
r7,md_zeta9,"(4, 2)",tanh,3.0,26.864520313951367
r7,md_zeta9,"(4, 2)",tanh,5.0,26.21502027368665
r7,md_zeta9,"(4, 2)",tanh,10.0,31.52182455083321
r7,md_zeta9,"(6, 3)",tanh,0.5,26.55424161449533
r7,md_zeta9,"(6, 3)",tanh,1.0,24.34887961519404
r7,md_zeta9,"(6, 3)",tanh,2.0,20.071335205433467
r7,md_zeta9,"(6, 3)",tanh,3.0,21.50124051099461
r7,md_zeta9,"(6, 3)",tanh,5.0,23.459976021661912
r7,md_zeta9,"(6, 3)",tanh,10.0,30.405854935053828
r7,md_zeta9,"(8, 4)",tanh,0.5,28.765002139382727
r7,md_zeta9,"(8, 4)",tanh,1.0,26.482506931236607
r7,md_zeta9,"(8, 4)",tanh,2.0,24.111536581681044
r7,md_zeta9,"(8, 4)",tanh,3.0,21.579562470623596
r7,md_zeta9,"(8, 4)",tanh,5.0,22.664193383987133
r7,md_zeta9,"(8, 4)",tanh,10.0,31.255313981091597
r7,md_zeta9,"(10, 5)",tanh,0.5,31.0338899767277
r7,md_zeta9,"(10, 5)",tanh,1.0,26.212707942059104
r7,md_zeta9,"(10, 5)",tanh,2.0,24.26031541549155
r7,md_zeta9,"(10, 5)",tanh,3.0,21.885602704143555
r7,md_zeta9,"(10, 5)",tanh,5.0,23.13334892124339
r7,md_zeta9,"(10, 5)",tanh,10.0,30.218966053699337
r7,md_zeta9,"(12, 6)",tanh,0.5,30.147886261620336
r7,md_zeta9,"(12, 6)",tanh,1.0,27.48165232045601
r7,md_zeta9,"(12, 6)",tanh,2.0,23.053406314889106
r7,md_zeta9,"(12, 6)",tanh,3.0,21.85373971181685
r7,md_zeta9,"(12, 6)",tanh,5.0,23.099263366845065
r7,md_zeta9,"(12, 6)",tanh,10.0,29.0846596897852
r7,md_zeta9,"(16, 8)",tanh,0.5,27.93963091816486
r7,md_zeta9,"(16, 8)",tanh,1.0,28.71144383048759
r7,md_zeta9,"(16, 8)",tanh,2.0,24.254983505610426
r7,md_zeta9,"(16, 8)",tanh,3.0,23.33929335744224
r7,md_zeta9,"(16, 8)",tanh,5.0,23.244621426635685
r7,md_zeta9,"(16, 8)",tanh,10.0,28.47359879227961
r7,md_zeta9,"(20, 10)",tanh,0.5,30.231070397958028
r7,md_zeta9,"(20, 10)",tanh,1.0,25.919383823576503
r7,md_zeta9,"(20, 10)",tanh,2.0,24.535459624420497
r7,md_zeta9,"(20, 10)",tanh,3.0,22.33302260715999
r7,md_zeta9,"(20, 10)",tanh,5.0,24.12270442615012
r7,md_zeta9,"(20, 10)",tanh,10.0,28.567771887799097
r7,md_zeta9,"(24, 12)",tanh,0.5,30.286827555168365
r7,md_zeta9,"(24, 12)",tanh,1.0,27.84936092621181
r7,md_zeta9,"(24, 12)",tanh,2.0,23.548628653548832
r7,md_zeta9,"(24, 12)",tanh,3.0,22.50411904355969
r7,md_zeta9,"(24, 12)",tanh,5.0,24.201537869169
r7,md_zeta9,"(24, 12)",tanh,10.0,28.39704617459009
r7,md_zeta9,"(8, 8)",tanh,0.5,27.95971926988335
r7,md_zeta9,"(8, 8)",tanh,1.0,27.339457011917524
r7,md_zeta9,"(8, 8)",tanh,2.0,24.157814424011477
r7,md_zeta9,"(8, 8)",tanh,3.0,22.162501400629186
r7,md_zeta9,"(8, 8)",tanh,5.0,23.160268492066457
r7,md_zeta9,"(8, 8)",tanh,10.0,28.288583753634214
r7,md_zeta9,"(16, 16)",tanh,0.5,29.95025739329376
r7,md_zeta9,"(16, 16)",tanh,1.0,25.679208020067897
r7,md_zeta9,"(16, 16)",tanh,2.0,23.765305755877204
r7,md_zeta9,"(16, 16)",tanh,3.0,22.23861135379933
r7,md_zeta9,"(16, 16)",tanh,5.0,24.94412662588224
r7,md_zeta9,"(16, 16)",tanh,10.0,28.620625729389484
r7,md_zeta9,"(8, 4, 2)",tanh,0.5,30.500279506579943
r7,md_zeta9,"(8, 4, 2)",tanh,1.0,27.83341525192079
r7,md_zeta9,"(8, 4, 2)",tanh,2.0,25.927677013945857
r7,md_zeta9,"(8, 4, 2)",tanh,3.0,24.473753510879696
r7,md_zeta9,"(8, 4, 2)",tanh,5.0,22.515491953570205
r7,md_zeta9,"(8, 4, 2)",tanh,10.0,26.884188148705924
r7,md_zeta9,"(12, 6, 3)",tanh,0.5,27.896454940567565
r7,md_zeta9,"(12, 6, 3)",tanh,1.0,27.047944028772434
r7,md_zeta9,"(12, 6, 3)",tanh,2.0,29.302290160855897
r7,md_zeta9,"(12, 6, 3)",tanh,3.0,24.828513044054223
r7,md_zeta9,"(12, 6, 3)",tanh,5.0,21.89283929839885
r7,md_zeta9,"(12, 6, 3)",tanh,10.0,26.27210102125584
r7,md_zeta9,"(16, 8, 4)",tanh,0.5,36.393178603032766
r7,md_zeta9,"(16, 8, 4)",tanh,1.0,28.55661375753721
r7,md_zeta9,"(16, 8, 4)",tanh,2.0,24.844590922185724
r7,md_zeta9,"(16, 8, 4)",tanh,3.0,28.336957991201427
r7,md_zeta9,"(16, 8, 4)",tanh,5.0,22.960047042556983
r7,md_zeta9,"(16, 8, 4)",tanh,10.0,26.276444832208675
r7,md_zeta9,"(24, 12, 6)",tanh,0.5,32.1344292445272
r7,md_zeta9,"(24, 12, 6)",tanh,1.0,30.72723594365149
r7,md_zeta9,"(24, 12, 6)",tanh,2.0,25.416668136384867
r7,md_zeta9,"(24, 12, 6)",tanh,3.0,28.19501877000177
r7,md_zeta9,"(24, 12, 6)",tanh,5.0,21.82807597361108
r7,md_zeta9,"(24, 12, 6)",tanh,10.0,26.024151494083803
r7,md_beta9,"(8,)",tanh,0.5,45.83860504324612
r7,md_beta9,"(8,)",tanh,1.0,50.08413351092976
r7,md_beta9,"(8,)",tanh,2.0,42.28091961794818
r7,md_beta9,"(8,)",tanh,3.0,42.20968236791092
r7,md_beta9,"(8,)",tanh,5.0,39.99639518667534
r7,md_beta9,"(8,)",tanh,10.0,40.66893357125221
r7,md_beta9,"(12,)",tanh,0.5,50.223640882532166
r7,md_beta9,"(12,)",tanh,1.0,46.72714973081098
r7,md_beta9,"(12,)",tanh,2.0,43.15161226893146
r7,md_beta9,"(12,)",tanh,3.0,41.286289758981376
r7,md_beta9,"(12,)",tanh,5.0,39.95690144051641
r7,md_beta9,"(12,)",tanh,10.0,40.77735497097886
r7,md_beta9,"(4, 2)",tanh,0.5,43.313956668576566
r7,md_beta9,"(4, 2)",tanh,1.0,39.20513687019096
r7,md_beta9,"(4, 2)",tanh,2.0,43.46275839326934
r7,md_beta9,"(4, 2)",tanh,3.0,38.416480450551454
r7,md_beta9,"(4, 2)",tanh,5.0,37.81481916224379
r7,md_beta9,"(4, 2)",tanh,10.0,40.879722307730376
r7,md_beta9,"(6, 3)",tanh,0.5,46.75682369719095
r7,md_beta9,"(6, 3)",tanh,1.0,44.437381160944255
r7,md_beta9,"(6, 3)",tanh,2.0,43.47322427961044
r7,md_beta9,"(6, 3)",tanh,3.0,40.4260164265335
r7,md_beta9,"(6, 3)",tanh,5.0,38.752552047025446
r7,md_beta9,"(6, 3)",tanh,10.0,39.83472647133016
r7,md_beta9,"(8, 4)",tanh,0.5,44.14617039857952
r7,md_beta9,"(8, 4)",tanh,1.0,47.96417483067433
r7,md_beta9,"(8, 4)",tanh,2.0,43.16280673240893
r7,md_beta9,"(8, 4)",tanh,3.0,42.35564297835957
r7,md_beta9,"(8, 4)",tanh,5.0,40.242708358482425
r7,md_beta9,"(8, 4)",tanh,10.0,39.975560625464354
r7,md_beta9,"(10, 5)",tanh,0.5,55.11197988667048
r7,md_beta9,"(10, 5)",tanh,1.0,52.24249559130711
r7,md_beta9,"(10, 5)",tanh,2.0,45.97680313107403
r7,md_beta9,"(10, 5)",tanh,3.0,42.18896288479934
r7,md_beta9,"(10, 5)",tanh,5.0,40.26226699784456
r7,md_beta9,"(10, 5)",tanh,10.0,39.61077171906573
r7,md_beta9,"(12, 6)",tanh,0.5,58.85745939074143
r7,md_beta9,"(12, 6)",tanh,1.0,50.12111375288762
r7,md_beta9,"(12, 6)",tanh,2.0,46.9423387417259
r7,md_beta9,"(12, 6)",tanh,3.0,42.06804048188104
r7,md_beta9,"(12, 6)",tanh,5.0,39.64517614658645
r7,md_beta9,"(12, 6)",tanh,10.0,39.27038285759868
r7,md_beta9,"(16, 8)",tanh,0.5,57.14375379300941
r7,md_beta9,"(16, 8)",tanh,1.0,54.618102423278366
r7,md_beta9,"(16, 8)",tanh,2.0,48.03113208518664
r7,md_beta9,"(16, 8)",tanh,3.0,42.009213849186
r7,md_beta9,"(16, 8)",tanh,5.0,41.85654166156944
r7,md_beta9,"(16, 8)",tanh,10.0,39.816731646759614
r7,md_beta9,"(20, 10)",tanh,0.5,56.13384133582942
r7,md_beta9,"(20, 10)",tanh,1.0,57.21846885399284
r7,md_beta9,"(20, 10)",tanh,2.0,49.28986311101379
r7,md_beta9,"(20, 10)",tanh,3.0,44.789997395875474
r7,md_beta9,"(20, 10)",tanh,5.0,41.4064269171151
r7,md_beta9,"(20, 10)",tanh,10.0,39.73775561601813
r7,md_beta9,"(24, 12)",tanh,0.5,58.26605669536831
r7,md_beta9,"(24, 12)",tanh,1.0,56.16848309899977
r7,md_beta9,"(24, 12)",tanh,2.0,46.13206707737548
r7,md_beta9,"(24, 12)",tanh,3.0,44.86635447057367
r7,md_beta9,"(24, 12)",tanh,5.0,42.407774635606486
r7,md_beta9,"(24, 12)",tanh,10.0,39.82625423540884
r7,md_beta9,"(8, 8)",tanh,0.5,61.380758132955336
r7,md_beta9,"(8, 8)",tanh,1.0,58.48455463580059
r7,md_beta9,"(8, 8)",tanh,2.0,48.92503758384358
r7,md_beta9,"(8, 8)",tanh,3.0,41.53444282182536
r7,md_beta9,"(8, 8)",tanh,5.0,40.772099798216495
r7,md_beta9,"(8, 8)",tanh,10.0,39.92830356937803
r7,md_beta9,"(16, 16)",tanh,0.5,58.124260952285496
r7,md_beta9,"(16, 16)",tanh,1.0,55.74837705715595
r7,md_beta9,"(16, 16)",tanh,2.0,50.46002582111289
r7,md_beta9,"(16, 16)",tanh,3.0,44.22362535481409
r7,md_beta9,"(16, 16)",tanh,5.0,41.90705611186934
r7,md_beta9,"(16, 16)",tanh,10.0,39.60057668994549
r7,md_beta9,"(8, 4, 2)",tanh,0.5,53.05447335876147
r7,md_beta9,"(8, 4, 2)",tanh,1.0,46.14565912745216
r7,md_beta9,"(8, 4, 2)",tanh,2.0,45.14362481099902
r7,md_beta9,"(8, 4, 2)",tanh,3.0,38.48097818238704
r7,md_beta9,"(8, 4, 2)",tanh,5.0,38.69600889681127
r7,md_beta9,"(8, 4, 2)",tanh,10.0,39.13779406903573
r7,md_beta9,"(12, 6, 3)",tanh,0.5,52.92055140758743
r7,md_beta9,"(12, 6, 3)",tanh,1.0,51.54602074000562
r7,md_beta9,"(12, 6, 3)",tanh,2.0,44.25776088008854
r7,md_beta9,"(12, 6, 3)",tanh,3.0,39.46147553284515
r7,md_beta9,"(12, 6, 3)",tanh,5.0,38.157714580248886
r7,md_beta9,"(12, 6, 3)",tanh,10.0,38.33604276404269
r7,md_beta9,"(16, 8, 4)",tanh,0.5,59.2911563099385
r7,md_beta9,"(16, 8, 4)",tanh,1.0,49.68283486466554
r7,md_beta9,"(16, 8, 4)",tanh,2.0,52.99445084940358
r7,md_beta9,"(16, 8, 4)",tanh,3.0,41.02132077441644
r7,md_beta9,"(16, 8, 4)",tanh,5.0,37.28386570714487
r7,md_beta9,"(16, 8, 4)",tanh,10.0,38.83558468292496
r7,md_beta9,"(24, 12, 6)",tanh,0.5,55.94042730228222
r7,md_beta9,"(24, 12, 6)",tanh,1.0,50.28689443697216
r7,md_beta9,"(24, 12, 6)",tanh,2.0,50.14189260795248
r7,md_beta9,"(24, 12, 6)",tanh,3.0,45.34702202040065
r7,md_beta9,"(24, 12, 6)",tanh,5.0,40.21163739593505
r7,md_beta9,"(24, 12, 6)",tanh,10.0,39.27832186866881
r7,md_full11,"(8,)",tanh,0.5,30.674613110114432
r7,md_full11,"(8,)",tanh,1.0,26.915908670377984
r7,md_full11,"(8,)",tanh,2.0,25.231295574254528
r7,md_full11,"(8,)",tanh,3.0,25.2472672418265
r7,md_full11,"(8,)",tanh,5.0,26.138993175300367
r7,md_full11,"(8,)",tanh,10.0,30.701900623187065
r7,md_full11,"(12,)",tanh,0.5,33.114843419396
r7,md_full11,"(12,)",tanh,1.0,29.35719855097004
r7,md_full11,"(12,)",tanh,2.0,25.33489479048172
r7,md_full11,"(12,)",tanh,3.0,26.10908869327117
r7,md_full11,"(12,)",tanh,5.0,26.25510784587691
r7,md_full11,"(12,)",tanh,10.0,31.34863143359838
r7,md_full11,"(4, 2)",tanh,0.5,34.74141602693996
r7,md_full11,"(4, 2)",tanh,1.0,23.128835258320414
r7,md_full11,"(4, 2)",tanh,2.0,30.861961244327095
r7,md_full11,"(4, 2)",tanh,3.0,29.200764304366952
r7,md_full11,"(4, 2)",tanh,5.0,26.073341535200143
r7,md_full11,"(4, 2)",tanh,10.0,33.21068114435937
r7,md_full11,"(6, 3)",tanh,0.5,35.33678227017491
r7,md_full11,"(6, 3)",tanh,1.0,27.500466900228545
r7,md_full11,"(6, 3)",tanh,2.0,26.29376250376215
r7,md_full11,"(6, 3)",tanh,3.0,22.982383212190605
r7,md_full11,"(6, 3)",tanh,5.0,22.511389104638805
r7,md_full11,"(6, 3)",tanh,10.0,28.83464810561236
r7,md_full11,"(8, 4)",tanh,0.5,29.378406158013508
r7,md_full11,"(8, 4)",tanh,1.0,26.00072460773662
r7,md_full11,"(8, 4)",tanh,2.0,23.63907039278663
r7,md_full11,"(8, 4)",tanh,3.0,22.883995277910785
r7,md_full11,"(8, 4)",tanh,5.0,23.57432596505392
r7,md_full11,"(8, 4)",tanh,10.0,27.709758903505964
r7,md_full11,"(10, 5)",tanh,0.5,29.104521761468494
r7,md_full11,"(10, 5)",tanh,1.0,27.602401713213965
r7,md_full11,"(10, 5)",tanh,2.0,24.948281716600928
r7,md_full11,"(10, 5)",tanh,3.0,22.51374517576871
r7,md_full11,"(10, 5)",tanh,5.0,23.251171064713667
r7,md_full11,"(10, 5)",tanh,10.0,27.68578714980071
r7,md_full11,"(12, 6)",tanh,0.5,30.658379452827237
r7,md_full11,"(12, 6)",tanh,1.0,25.79939826010092
r7,md_full11,"(12, 6)",tanh,2.0,23.517752687346807
r7,md_full11,"(12, 6)",tanh,3.0,25.373655314270437
r7,md_full11,"(12, 6)",tanh,5.0,23.618406217934755
r7,md_full11,"(12, 6)",tanh,10.0,28.226124514813147
r7,md_full11,"(16, 8)",tanh,0.5,27.73701127657445
r7,md_full11,"(16, 8)",tanh,1.0,26.471192016231235
r7,md_full11,"(16, 8)",tanh,2.0,24.38197459848482
r7,md_full11,"(16, 8)",tanh,3.0,24.55873051669748
r7,md_full11,"(16, 8)",tanh,5.0,24.07567026019113
r7,md_full11,"(16, 8)",tanh,10.0,27.704174602539048
r7,md_full11,"(20, 10)",tanh,0.5,30.676053893878
r7,md_full11,"(20, 10)",tanh,1.0,26.658515320376285
r7,md_full11,"(20, 10)",tanh,2.0,24.806193361210752
r7,md_full11,"(20, 10)",tanh,3.0,26.128834257732656
r7,md_full11,"(20, 10)",tanh,5.0,24.78517021847353
r7,md_full11,"(20, 10)",tanh,10.0,27.700764789332844
r7,md_full11,"(24, 12)",tanh,0.5,29.53180365020546
r7,md_full11,"(24, 12)",tanh,1.0,26.919194371372065
r7,md_full11,"(24, 12)",tanh,2.0,24.95560977771085
r7,md_full11,"(24, 12)",tanh,3.0,23.15099953980228
r7,md_full11,"(24, 12)",tanh,5.0,22.60598043688177
r7,md_full11,"(24, 12)",tanh,10.0,27.724975691229552
r7,md_full11,"(8, 8)",tanh,0.5,31.70504193225588
r7,md_full11,"(8, 8)",tanh,1.0,27.807255656186527
r7,md_full11,"(8, 8)",tanh,2.0,24.73220992780933
r7,md_full11,"(8, 8)",tanh,3.0,25.988981379867333
r7,md_full11,"(8, 8)",tanh,5.0,24.636389594563088
r7,md_full11,"(8, 8)",tanh,10.0,27.578339999182305
r7,md_full11,"(16, 16)",tanh,0.5,29.415928506393254
r7,md_full11,"(16, 16)",tanh,1.0,28.30037465228069
r7,md_full11,"(16, 16)",tanh,2.0,26.862901916114986
r7,md_full11,"(16, 16)",tanh,3.0,25.642063330339237
r7,md_full11,"(16, 16)",tanh,5.0,24.12906834020032
r7,md_full11,"(16, 16)",tanh,10.0,27.772048430930283
r7,md_full11,"(8, 4, 2)",tanh,0.5,32.93644234961177
r7,md_full11,"(8, 4, 2)",tanh,1.0,26.65183998653153
r7,md_full11,"(8, 4, 2)",tanh,2.0,24.10176156698946
r7,md_full11,"(8, 4, 2)",tanh,3.0,22.17910172464436
r7,md_full11,"(8, 4, 2)",tanh,5.0,21.316051377390856
r7,md_full11,"(8, 4, 2)",tanh,10.0,30.86802532633098
r7,md_full11,"(12, 6, 3)",tanh,0.5,26.07152127466742
r7,md_full11,"(12, 6, 3)",tanh,1.0,27.63184146361984
r7,md_full11,"(12, 6, 3)",tanh,2.0,23.570062830221776
r7,md_full11,"(12, 6, 3)",tanh,3.0,22.40008473270821
r7,md_full11,"(12, 6, 3)",tanh,5.0,20.937642072570167
r7,md_full11,"(12, 6, 3)",tanh,10.0,28.03177497054977
